code,name,.,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润?,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益
SH688155,先惠技术,--,-0.39%,68.34,-0.27,67.5,68.34,525067,35579798,13228--,-0.04%,-0.04%,-0.61%,0.84,1.60%,-4.25,5216264800,2248912200,43.11%,294579,230488,1.28,--,无,无,-0.19,0.86,,-36805508,4.41,-0.48,电池,电力设备,68.61,68.76,0.22%,69.26,66.06,-5.39%,-8.88%,-13.49%,-40.05%,4.66%,200,1075,2044,0,-32.67,--,76328136,32907700,-62107906亿,-151.00%,15.5,7,93.67,--,--,--
SH603511,爱慕股份,--,-0.40%,15.12,-0.06,15.12,15.16,574686,8774888,5746--,0.00%,0.00%,0.00%,-0.98,1.06%,13.22,6048151200,823099960,13.61%,308251,266435,1.16,--,无,无,0.04,1.11,25.17,150842160,1.37,0.38,鞋帽及其他,服装家纺,15.18,15.12,-0.40%,15.45,15.01,-2.20%,-9.30%,-7.97%,-35.58%,2.90%,1454,400,2120,0,100,--,400010000,54437828,165726290亿,-40.92%,11.06,5,-4.98,--,--,--
SZ002594,比亚迪,--,-0.40%,264.57,-1.05,264.56,264.57,8835668,2355802800,239800--,0.02%,0.02%,-2.01%,-0.77,0.76%,88.15,7.70E+11,3.08E+11,40.01%,5497764,3337904,1.65,--,有,有,0.01,0.91,140.9,3595279000,7.97,1.24,乘用车,汽车整车,265.62,270,1.65%,271.8,264,-1.48%,-1.83%,-8.13%,-1.29%,2.94%,3800,901,51231,-1.03,1.74,--,2911142900,1164764600,4641481000亿,206.40%,33.19,0,-2.67,--,--,--
SH600505,西昌电力,--,-0.40%,7.55,-0.03,7.55,7.56,4472000,33924945,53600--,0.00%,0.00%,-1.44%,-0.48,1.23%,0.65,2752484600,2752484600,100.00%,2463950,2008050,1.23,--,无,无,0.04,0.86,48.89,10963220,2.25,0.03,电能综合服务,电力,7.58,7.66,1.06%,7.71,7.48,-9.25%,-11.18%,-13.62%,-27.92%,3.03%,37840,27900,13317,0,33.1,--,364567500,364567500,17624745亿,490.40%,3.36,6,-2.76,--,--,--
SZ300048,合康新能,--,-0.40%,5.02,-0.02,5.01,5.02,6372300,32028712,47800--,0.00%,0.00%,-1.18%,-0.12,0.58%,34.52,5557648800,5549917000,99.86%,3440500,2931800,1.17,--,无,无,0,0.85,232.6,6234237,3.02,0.01,工控设备,自动化设备,5.04,5.08,0.79%,5.11,4.99,-4.74%,-4.74%,-8.89%,-29.69%,2.38%,59300,25200,3245,--,0.21,--,1107101360,1105561160,12079286亿,-80.88%,1.66,5,-15.99,--,--,--
SZ002066,瑞泰科技,--,-0.40%,10.04,-0.04,10.04,10.05,2515662,25470390,28400--,0.00%,0.00%,-2.24%,-0.84,1.09%,13.42,2319240000,2319240000,100.00%,1373538,1142124,1.2,--,无,无,0.02,1.07,43.96,28155736,4.1,0.122,耐火材料,建筑材料,10.08,10.27,1.88%,10.27,9.99,-6.52%,-10.28%,-13.67%,-9.39%,2.78%,18900,1300,7264,--,39.76,--,231000000,231000000,82270674亿,21.44%,2.45,4,-1.5,--,--,--
SH603122,合富中国,--,-0.40%,10.03,-0.04,10.02,10.03,2679400,27206405,34600--,0.00%,0.00%,-1.18%,-1.23,2.69%,20.98,3992467900,998117400,25.00%,1457600,1221800,1.19,--,无,无,0,0.83,48.98,36512740,3.54,0.1,医药商业,医药商业,10.07,10.15,0.79%,10.37,9.96,-4.84%,-11.79%,-15.07%,150.12%,4.07%,66400,25900,4463,--,7.26,--,398052630,99513200,50742959亿,3.64%,2.83,3,0,--,--,--
SZ002320,海峡股份,--,-0.40%,5,-0.02,4.99,5,5604767,27984518,140890--,0.00%,0.00%,-1.19%,0.14,0.25%,27.6,11144665900,11144665900,100.00%,3304647,2300120,1.44,--,无,无,-0.03,1.13,70.27,147496270,2.81,0.066,航运,港口航运,5.02,5.06,0.80%,5.08,4.94,-1.38%,-2.91%,-8.26%,-15.25%,2.79%,6000,36910,6047,-0.02,-41.56,--,2228933200,2228933200,562669280亿,-42.11%,1.78,1,1.25,--,--,--
SH603398,沐邦高科,--,-0.40%,37.5,-0.15,37.48,37.5,5934080,222476220,53500--,-0.03%,-0.03%,-1.81%,0.02,1.73%,-49,12848794000,12848794000,100.00%,3010214,2923866,1.03,--,无,无,-0.05,0.64,,8711879,13.47,0.03,文娱用品,家用轻工,37.65,38.19,1.43%,38.46,36.5,-5.04%,2.97%,1.79%,89.59%,5.21%,6900,25342,13622,0,-5.41,--,342634510,342634510,15333372亿,-69.02%,2.78,1,-10.17,--,--,--
SH600268,国电南自,--,-0.40%,7.5,-0.03,7.5,7.51,5719948,43256987,65300--,-0.13%,-0.13%,-1.96%,-0.83,0.82%,-7.7,5293740600,5214488900,98.50%,3196498,2523450,1.27,--,无,无,-0.06,0.83,16.67,-20030791,2.04,-0.03,电气自控设备,电力设备,7.53,7.65,1.59%,7.66,7.48,-5.90%,-8.54%,-12.99%,-24.32%,2.39%,42799,15000,6788,0,-41.36,--,705832080,695265180,92344712亿,74.76%,3.67,5,8.48,--,--,--
SZ001323,慕思股份,--,-0.40%,37.41,-0.15,37.41,37.45,1192422,44925942,45000--,-0.24%,-0.24%,-1.19%,-0.71,2.98%,29.8,14964374000,1496774100,10.00%,645872,546550,1.18,--,无,有,-0.06,0.86,22.43,306975370,3.43,0.85,家具,家用轻工,37.56,37.86,0.80%,38.56,37.36,-5.48%,-8.69%,-8.64%,-1.37%,3.19%,3306,800,3486,--,-21.44,--,400010000,40010000,374116460亿,-5.95%,10.89,2,17.1,--,--,--
SH600575,淮河能源,--,-0.40%,2.49,-0.01,2.49,2.5,25586500,64076777,332700--,0.40%,0.40%,-1.19%,-0.57,0.66%,-11.34,9676790100,9676790100,100.00%,15039550,10546950,1.43,--,无,无,0.08,1,18.03,373726500,0.944,0.1,铁路运输,公路铁路运输,2.5,2.52,0.80%,2.54,2.46,-5.68%,-7.09%,-7.78%,3.75%,3.20%,632300,649400,18702,0,17.7,--,3886261100,3886261100,586605600亿,36.68%,2.64,4,-11.27,--,--,--
SZ300916,朗特智能,--,-0.40%,54.68,-0.22,54.68,54.7,914533,49884447,7000--,0.02%,0.02%,-1.50%,0.24,3.51%,34.88,5238617400,1424030400,27.18%,516543,397990,1.3,--,无,有,-0.27,0.55,34.46,75212155,5.14,0.79,消费电子零部件及组装,消费电子,54.9,55.51,1.11%,56.14,52.71,-1.94%,3.03%,-10.36%,33.58%,6.25%,3500,1300,4935,--,-43.08,--,95805000,26042985,85343897亿,17.27%,10.64,1,99.62,--,--,--
SH603060,国检集团,--,-0.40%,9.93,-0.04,9.91,9.93,2017905,20109235,47500--,-0.20%,-0.20%,-1.39%,-0.36,0.28%,-56.05,7193450900,7193450900,100.00%,976126,1041779,0.937,--,无,无,-0.02,0.8,31.54,16407951,4.75,0.023,专业服务,专业服务,9.97,10.07,1.00%,10.1,9.83,-3.22%,-4.70%,-7.71%,-37.85%,2.71%,1600,33576,5529,0,-58.86,--,724416000,724416000,29419506亿,-60.05%,2.09,2,1.51,--,--,--
SZ002340,格林美,--,-0.40%,7.42,-0.03,7.42,7.43,53383630,400818720,723991--,0.00%,0.00%,-1.85%,-1.18,1.05%,36.19,38106052000,37654925000,98.82%,26682834,26700796,0.999,--,无,无,-0.09,1.26,35.71,681178490,2.38,0.133,电池,电力设备,7.45,7.56,1.48%,7.67,7.37,-7.02%,-8.17%,-11.14%,-28.11%,4.03%,37709,147000,46735,-0.05,-17.68,--,5135586600,5074787700,872221000亿,26.77%,3.12,5,10.35,--,--,--
SH688300,联瑞新材,--,-0.40%,74.2,-0.3,74,74.2,418820,31284093,1346--,0.58%,0.58%,-1.38%,-0.67,0.79%,0.43,6379226300,3954370300,61.99%,219104,199716,1.1,--,无,无,-0.02,0.61,34.3,92226280,5.63,1.07,非金属材料,非金属材料,74.5,75.24,0.99%,76.18,73.28,-7.99%,-11.64%,-2.87%,-32.71%,3.89%,300,654,1657,0,-12.63,--,85973400,53293400,105309683亿,16.54%,13.19,5,33.2,--,--,--
SZ002779,中坚科技,--,-0.40%,22.18,-0.09,22.18,22.23,530350,11901321,12200--,-0.22%,-0.23%,-3.27%,-1.17,0.45%,-18.52,2927760000,2626877800,89.72%,294100,236250,1.24,--,无,无,0,0.84,111.8,17496813,4.54,0.133,其他专用设备,专用设备,22.27,22.93,2.96%,22.93,22.04,-3.77%,-6.41%,-8.01%,30.62%,4.00%,2100,900,1788,--,2.29,--,132000000,118434525,19602264亿,359.20%,4.89,0,-2.5,--,--,--
SH601636,旗滨集团,--,-0.40%,9.85,-0.04,9.84,9.85,19800031,195485420,259100--,-0.10%,-0.10%,-1.50%,-0.23,0.74%,9.59,26432454000,26432454000,100.00%,10278457,9521574,1.08,--,有,无,-0.03,0.68,8.53,1079172680,2.21,0.402,玻璃玻纤,建筑材料,9.89,10,1.11%,10.02,9.77,-5.83%,-15.16%,-13.06%,-39.57%,2.53%,48213,87500,29107,-0.01,-14.05,--,2683497800,2683497800,1256286440亿,-51.22%,4.45,6,2.03,--,--,--
SH603767,中马传动,--,-0.40%,7.38,-0.03,7.37,7.38,1272600,9440502,26700--,0.00%,0.00%,-1.47%,-0.52,0.42%,0.99,2258139800,2242077200,99.29%,698550,574050,1.22,--,无,无,0,0.82,45.28,18493001,1.59,0.06,汽车零部件,汽车零部件,7.41,7.49,1.08%,7.58,7.34,-5.38%,-5.51%,-8.44%,-1.99%,3.24%,14900,15500,3071,0,0,--,305981000,303804500,21756472亿,-42.71%,4.65,4,0,--,--,--
SZ002198,嘉应制药,--,-0.41%,4.89,-0.02,4.88,4.89,4335299,21409265,39800--,0.00%,0.00%,-2.00%,-0.98,0.85%,9.18,2481723200,2481723200,100.00%,2357200,1978099,1.19,--,无,无,-0.1,0.63,421.6,8594746,3.58,0.017,中药,中药,4.91,4.99,1.63%,5,4.87,-4.86%,-9.11%,-16.27%,-37.94%,2.65%,29600,11500,11835,--,-78.37,--,507509850,507509850,11444076亿,105.30%,1.37,4,4.33,--,--,--
SH603005,晶方科技,--,-0.41%,19.4,-0.08,19.4,19.41,9025842,176860670,224813--,-0.10%,-0.10%,-1.47%,-1,1.38%,30.56,12672319500,12650641200,99.83%,4556703,4469139,1.02,--,无,无,-0.06,0.75,25.39,190988220,3.23,0.29,集成电路封测,半导体及元件,19.48,19.69,1.08%,19.96,19.26,-5.27%,-9.30%,-17.97%,-43.36%,3.59%,14787,4000,20137,0,-19,--,653212350,652094910,217051830亿,-28.70%,6,5,13.06,--,--,--
SZ001203,大中矿业,--,-0.41%,9.65,-0.04,9.65,9.66,2747688,26722490,113572--,-0.21%,-0.21%,-0.92%,-0.78,0.63%,-36.61,14552200000,4208677300,28.92%,1584470,1163218,1.36,--,无,无,0.02,0.62,9.81,752878660,2.53,0.5,冶钢原料,钢铁,9.69,9.74,0.52%,9.81,9.63,-9.56%,-11.06%,-7.92%,-36.01%,1.86%,15728,7700,5501,-0.02,15.98,--,1508000000,436132360,897666920亿,-15.81%,3.82,4,-2.29,--,--,--
SZ300465,高伟达,--,-0.41%,7.23,-0.03,7.23,7.24,7548200,55599178,158100--,0.00%,0.00%,-1.09%,-1.87,1.69%,9.38,3230091100,3230091100,100.00%,3883650,3664550,1.06,--,无,无,0.01,0.81,45.87,-8843008,4.72,-0.02,软件开发,计算机应用,7.26,7.31,0.69%,7.54,7.18,-10.85%,-15.04%,-9.63%,-40.59%,4.96%,10000,36300,12968,--,2.02,--,446762260,446762260,-7450450亿,-119.80%,1.53,4,0,--,--,--
SZ300346,南大光电,--,-0.42%,31.15,-0.13,31.14,31.15,10952218,342092180,200--,-0.16%,-0.16%,-2.07%,-0.27,2.13%,-34.75,16937306000,15987054000,94.39%,5644136,5308082,1.06,--,无,无,-0.24,1.1,86.81,144401630,8.27,0.266,电子化学品,电子化学品,31.28,31.81,1.69%,31.94,30.8,-5.29%,-5.46%,-9.13%,-12.71%,3.64%,11200,8342,23610,-0.02,-20.36,--,543733750,513228050,217315190亿,68.85%,3.77,4,32.54,--,--,--
SZ002226,江南化工,--,-0.42%,4.79,-0.02,4.78,4.79,4913000,23725239,84200--,0.21%,0.21%,-1.84%,-0.81,0.28%,10.98,12688340500,8375494700,66.01%,2493476,2419524,1.03,--,无,有,0.02,0.72,15.05,561394290,1.41,0.212,民爆用品,化学制品,4.81,4.88,1.46%,4.93,4.76,-5.34%,-6.81%,-9.45%,-18.68%,3.53%,111420,2300,6870,--,41.18,--,2648922900,1748537500,815181390亿,-27.19%,3.4,5,-0.82,--,--,--
SZ300749,顶固集创,--,-0.42%,7.18,-0.03,7.17,7.18,1932625,13945088,57500--,0.00%,0.00%,-0.14%,-0.49,1.24%,14,1481632800,1118075700,75.46%,855179,1077446,0.794,--,无,无,0.07,1.22,,26641161,2.03,0.13,家具,家用轻工,7.21,7.19,-0.28%,7.27,7.1,-0.28%,-6.39%,-8.42%,-25.90%,2.36%,3600,14900,5859,--,100,--,206355550,155720850,29921400亿,-35.28%,3.54,0,-6.35,--,--,--
SZ300080,易成新能,--,-0.42%,4.78,-0.02,4.78,4.79,28747761,137283650,180800--,-0.21%,-0.21%,-0.42%,0.09,2.45%,13.06,10333786700,5615354000,54.34%,13560821,15186940,0.893,--,无,有,0.34,1.57,,73135808,2.03,0.034,光伏设备,电力设备,4.8,4.8,0.00%,4.87,4.63,-3.24%,-1.24%,-7.18%,-17.87%,5.00%,163900,97600,29738,--,25.53,--,2161880100,1174760250,92952089亿,89.86%,2.36,2,-69.12,--,--,--
SH688488,艾迪药业,--,-0.42%,9.53,-0.04,9.48,9.53,1340182,12845084,11038--,0.63%,0.63%,-0.73%,-0.57,0.65%,7.88,4002600000,1961899300,49.02%,809847,530335,1.53,--,无,无,0.01,1.05,,-68191600,3.21,-0.16,其他生物制品,生物制品,9.57,9.6,0.31%,9.81,9.37,-1.24%,-8.19%,-11.35%,-38.79%,4.60%,5500,4791,1859,0,1.54,--,420000000,205865610,-83817452亿,-630.20%,2.97,1,3.5,--,--,--
SH603558,健盛集团,--,-0.42%,9.53,-0.04,9.52,9.53,3902584,37277040,47900--,-0.10%,-0.11%,-1.95%,-0.23,1.02%,-15.05,3633435900,3633435900,100.00%,2301926,1600658,1.44,--,无,无,0.02,0.77,14.69,188253320,1.5,0.49,鞋帽及其他,服装家纺,9.57,9.72,1.57%,9.77,9.46,0.21%,-5.64%,-7.92%,-18.06%,3.24%,8000,9420,10348,0,43.49,--,381262950,381262950,206111690亿,74.02%,6.35,0,-0.99,--,--,--
SZ300414,中光防雷,--,-0.42%,7.13,-0.03,7.13,7.14,1585300,11331349,27900--,0.00%,0.00%,-1.79%,-0.25,0.51%,-19.02,2324518800,2219290500,95.47%,817100,768200,1.06,--,无,无,0.01,0.8,85.02,23190039,2.43,0.071,其他通信设备,通信设备,7.16,7.26,1.40%,7.27,7.04,-7.28%,-9.06%,-11.43%,-36.75%,3.21%,3000,11600,4544,--,100,--,326019470,311260940,21748386亿,-7.13%,2.93,4,-1.12,--,--,--
SH600592,龙溪股份,--,-0.42%,7.07,-0.03,7.07,7.08,1833000,13075513,15900--,0.00%,0.00%,-1.53%,-0.89,0.46%,-39.17,2824843700,2824843700,100.00%,995000,838000,1.19,--,无,有,-0.02,0.95,15.62,-8855249,1.27,-0.022,金属制品,通用设备,7.1,7.18,1.13%,7.25,7.04,-6.48%,-7.82%,-13.46%,-30.88%,2.96%,200,30000,4352,0,-18.48,--,399553570,399553570,-16723460亿,-108.20%,5.58,4,0,--,--,--
SH603567,珍宝岛,--,-0.42%,11.77,-0.05,11.75,11.77,3393150,40290456,60800--,-0.17%,-0.17%,-0.08%,-0.88,0.36%,-10.58,11086911500,11086911500,100.00%,1597770,1795380,0.89,--,无,无,-0.03,0.9,37.58,239157140,1.54,0.254,中药,中药,11.82,11.78,-0.34%,12.1,11.64,-2.49%,-11.10%,-4.39%,-22.54%,3.89%,2700,8400,8285,0,-41.51,--,941963590,941963590,319619500亿,-13.43%,7.63,3,1.74,--,--,--
SH688153,唯捷创芯-U,--,-0.42%,35.25,-0.15,35.25,35.26,301480,10695832,4171--,-0.06%,-0.06%,-1.59%,-0.64,0.99%,-8.01,14403834000,1076510010,7.47%,187577,113903,1.65,--,无,无,0.04,0.69,,26581450,3.76,0.065,集成电路设计,半导体及元件,35.4,35.82,1.19%,35.9,35.05,-6.42%,-13.77%,-17.62%,-47.07%,2.40%,2427,600,550,--,28.28,--,408619420,30539291,72345679亿,524.20%,9.37,7,0,--,--,--
SH688015,交控科技,--,-0.43%,18.74,-0.08,18.66,18.74,226376,4280618,500--,0.48%,0.48%,-0.95%,-0.9,0.13%,22.73,3522060500,3271156600,92.88%,124091,102285,1.21,--,无,无,0.01,0.76,13.24,81407610,1.53,0.433,轨交设备,非汽车交运,18.82,18.92,0.53%,19.08,18.65,-3.95%,-6.25%,-10.42%,-48.42%,2.28%,700,700,477,0,43.6,--,187943460,174554780,98291435亿,-23.45%,12.29,4,0,--,--,--
SH600745,闻泰科技,--,-0.43%,49.11,-0.21,49.11,49.12,13068648,648827980,206844--,-0.02%,-0.02%,-1.74%,-1.09,1.39%,-28.66,61207891000,46088366000,75.30%,6993548,6075100,1.15,--,无,无,-0.03,0.97,23.9,1181763690,1.84,0.948,分立器件,半导体及元件,49.32,49.98,1.34%,50.59,48.64,-5.43%,-16.11%,-23.98%,-61.96%,3.95%,5456,34700,43363,-0.02,-5.07,--,1246342720,938472120,1614155500亿,-4.11%,26.66,7,16.7,--,--,--
SH600332,白云山,--,-0.43%,25.65,-0.11,25.65,25.66,4023496,104116589,75400--,-0.04%,-0.04%,-0.74%,-0.88,0.29%,34.71,41701538000,36061103000,86.47%,2144728,1878768,1.14,--,无,无,-0.03,0.95,10.95,2589996100,1.37,1.59,中药,中药,25.76,25.84,0.31%,26.18,25.49,-1.19%,-5.91%,-5.70%,-23.46%,2.68%,2600,3800,8445,-0.01,-29.38,--,1625790900,1405890900,3332232600亿,3.50%,18.79,4,4.74,--,--,--
SZ300906,日月明,--,-0.43%,20.97,-0.09,20.95,21,330100,6971873,5000--,0.00%,0.00%,-1.96%,-0.71,1.02%,-62.03,1677600000,675868360,40.29%,212866,117234,1.82,--,有,无,0.09,0.78,37.21,22654021,2.06,0.283,轨交设备,非汽车交运,21.06,21.39,1.57%,21.69,20.8,-3.94%,-9.22%,-12.08%,-33.62%,4.23%,100,400,1227,--,100,--,80000000,32230251,26373980亿,24.18%,10.2,5,-16.69,--,--,--
SZ000567,海德股份,--,-0.43%,13.95,-0.06,13.95,13.96,4754130,66717972,31300--,-0.07%,-0.07%,-1.41%,-0.6,0.51%,8.14,12968637600,12941025900,99.79%,2128611,2625519,0.811,--,无,无,-0.11,1.08,22.11,323144780,2.71,0.348,多元金融,保险及其他,14.01,14.15,1.00%,14.3,13.88,-6.63%,-9.00%,-8.88%,16.23%,3.00%,4300,33110,11044,--,-59.43,--,929651440,927672110,356136540亿,169.10%,5.14,4,8.35,--,--,--
SZ000039,中集集团,--,-0.43%,6.91,-0.03,6.9,6.91,11249486,78457705,170500--,0.00%,0.00%,-1.71%,-0.93,0.49%,74.94,37262316000,15902723000,42.68%,6241578,5007908,1.25,--,无,无,-0.01,1.11,7.59,2538512000,0.823,0.471,金属制品,通用设备,6.94,7.03,1.30%,7.06,6.9,-6.87%,-10.14%,-14.80%,-37.07%,2.31%,297050,12983,13821,-0.05,-18.69,--,5392520400,2301407100,4498100000亿,-40.93%,8.4,5,1.77,--,--,--
SH603369,今世缘,--,-0.43%,45.8,-0.2,45.8,45.85,8894184,411611140,52500--,-0.17%,-0.17%,-0.91%,-1.04,0.71%,31.54,57456100000,57456100000,100.00%,4725301,4168883,1.13,--,无,无,-0.06,0.92,24.85,1617935900,5.64,1.3,白酒,饮料制造,46,46.22,0.48%,47.06,45.51,6.56%,7.34%,-0.87%,-14.89%,3.37%,15800,500,29402,-0.02,-21.43,--,1254500000,1254500000,2149332400亿,21.22%,8.11,0,14.23,--,--,--
SH603790,雅运股份,--,-0.44%,9.13,-0.04,9.13,9.16,881880,8091596,6700--,-0.22%,-0.22%,-0.54%,-0.5,0.46%,16.4,1747116800,1747116800,100.00%,587050,294830,1.99,--,无,无,-0.03,1.11,26.5,49201173,1.47,0.26,纺织化学用品,化学制品,9.17,9.18,0.11%,9.29,9.12,-4.00%,-7.59%,-10.67%,-12.30%,1.85%,3170,3100,2846,0,-100,--,191360000,191360000,57516133亿,-4.84%,6.19,4,1.62,--,--,--
SH601222,林洋能源,--,-0.44%,6.84,-0.03,6.84,6.85,20668797,142331510,330600--,-0.15%,-0.15%,-1.58%,-0.67,1.00%,11.24,14091557000,14091557000,100.00%,10418919,10249878,1.02,--,无,有,-0.13,0.92,17.71,409618700,0.97,0.2,新能源发电,电力,6.87,6.95,1.16%,6.99,6.78,-4.60%,-7.44%,-14.29%,-42.57%,3.06%,127200,228000,13104,0,-32.05,--,2060169200,2060169200,544976820亿,-24.75%,7.05,4,15.31,--,--,--
SZ300870,欧陆通,--,-0.44%,43.3,-0.19,43.29,43.3,554124,24047243,8400--,-0.25%,-0.25%,-0.46%,-0.22,1.42%,-23.68,4401878000,1692888100,38.46%,306774,247350,1.24,--,无,有,-0.03,1.52,97.71,5296746,2.82,0.05,其他电源设备,电力设备,43.49,43.5,0.02%,44.49,42.88,-11.23%,-12.72%,-17.05%,-48.22%,3.70%,700,200,3102,--,-16.02,--,101660000,39096723,9154296亿,-92.57%,15.34,6,0,--,--,--
SH600278,东方创业,--,-0.44%,6.83,-0.03,6.83,6.84,3455295,23661154,39530--,0.00%,0.00%,-2.01%,-0.26,0.51%,-36.24,6025837200,4636984400,76.95%,1924130,1531165,1.26,--,无,无,0.06,0.91,13.49,238441490,0.867,0.27,贸易,贸易,6.86,6.97,1.60%,6.97,6.77,-3.94%,-6.82%,-7.33%,-14.20%,2.92%,16770,12300,6197,0,59.25,--,882260200,678914260,357650080亿,38.12%,7.88,4,-4.93,--,--,--
SZ300095,华伍股份,--,-0.44%,9.1,-0.04,9.1,9.11,3738830,34203338,35900--,0.00%,0.00%,-1.62%,-0.53,1.12%,6.79,3822820500,3033407800,79.35%,2110315,1628515,1.3,--,无,无,-0.09,0.77,34.64,78143147,1.77,0.186,能源及重型设备,专用设备,9.14,9.25,1.20%,9.34,9.04,-6.76%,-6.95%,-8.91%,-51.54%,3.28%,15600,8800,5898,--,-42.91,--,420090160,333341520,90983649亿,-32.09%,5.13,4,9.51,--,--,--
SH603367,辰欣药业,--,-0.44%,11.37,-0.05,11.37,11.38,1430700,16350831,20800--,-0.09%,-0.09%,-1.13%,-0.51,0.32%,53.94,5154168800,5118228200,99.30%,764850,665850,1.15,--,无,无,0,1,15.36,184050160,1.01,0.406,化学制剂,化学制药,11.42,11.5,0.70%,11.59,11.25,-1.73%,-4.05%,-6.57%,-12.87%,2.98%,3200,3400,4407,0,--,--,453313000,450152000,193515070亿,0.74%,11.26,0,0,--,--,--
SH600538,国发股份,--,-0.44%,4.51,-0.02,4.51,4.52,5573600,25336397,40500--,-0.22%,-0.22%,-2.80%,-0.79,1.09%,12.02,2364134500,2300911700,97.33%,3343950,2229650,1.5,--,无,无,-0.13,0.81,161.9,8721737,2.55,0.02,体外诊断,医疗器械,4.53,4.64,2.43%,4.64,4.49,-5.05%,-8.52%,-11.74%,-25.33%,3.31%,34500,32500,9332,0,-100,--,524198350,510179980,13610229亿,89.39%,1.77,3,9.37,--,--,--
SH603717,天域生态,--,-0.44%,6.75,-0.03,6.75,6.76,5537400,37884844,62500--,-0.15%,-0.15%,-1.17%,-1.35,1.91%,35.93,1958487100,1958487100,100.00%,3068910,2468490,1.24,--,无,无,0.05,1,,22665877,1.36,0.078,装饰园林,建筑装饰,6.78,6.83,0.74%,6.94,6.74,-6.12%,-9.64%,-15.73%,-47.18%,2.95%,18700,25900,10996,0,45.21,--,290146240,290146240,13586818亿,161.60%,4.97,4,-3.47,--,--,--
SZ002603,以岭药业,--,-0.44%,20.19,-0.09,20.19,20.2,29536425,606625340,371500--,0.00%,0.00%,-0.93%,-1.72,2.15%,45.18,33731542000,27781244000,82.36%,14402917,15133508,0.952,--,无,有,0,1.18,23.62,1048572810,3.51,0.628,中药,中药,20.28,20.38,0.49%,21.01,20.01,3.22%,-5.17%,-5.61%,4.61%,4.93%,76700,48440,53127,-0.05,-0.25,--,1670705400,1375990300,1268762710亿,8.76%,5.76,0,9.29,--,--,--
SZ002092,中泰化学,--,-0.45%,6.67,-0.03,6.66,6.67,15456950,103881601,250400--,0.00%,0.00%,-1.33%,-0.76,0.62%,31.78,17347466000,16606904000,95.73%,8554467,6902483,1.24,--,无,无,-0.04,0.71,8.25,1145451930,0.658,0.445,氯碱,化学原料,6.7,6.76,0.90%,6.8,6.66,-6.71%,-9.74%,-9.74%,-29.19%,2.09%,445500,90499,14742,-0.03,-15.14,--,2600819500,2489790800,1716152600亿,-34.33%,10.14,5,4.21,--,--,--
SZ300235,方直科技,--,-0.45%,8.88,-0.04,8.88,8.89,1726000,15445350,77700--,-0.22%,-0.23%,-1.66%,-0.77,1.29%,-26.28,1490340100,1192386530,80.01%,907500,818500,1.11,--,无,无,0,1.06,66.44,9913245,2.23,0.06,软件开发,计算机应用,8.92,9.03,1.23%,9.15,8.78,-7.31%,-9.48%,-12.86%,-46.12%,4.15%,32400,60100,4757,--,1.52,--,167831090,134277760,12033709亿,-4.23%,3.99,4,0,--,--,--
SZ300015,爱尔眼科,--,-0.45%,28.74,-0.13,28.73,28.74,37574584,1093405070,200--,0.00%,0.00%,-0.10%,-1.25,0.65%,18.45,2.02E+11,1.66E+11,82.18%,18531538,19043046,0.973,--,有,有,-0.05,0.75,81,1291272410,16.48,0.183,其他医疗服务,医疗服务,28.87,28.77,-0.35%,29.69,28.61,12.13%,-0.21%,-2.31%,-11.44%,3.74%,41931,6343,73614,-0.31,-14.34,--,7043057900,5788315600,1826992000亿,15.73%,1.74,0,17.72,--,--,--
SH603331,百达精工,--,-0.45%,11.05,-0.05,11.04,11.05,1046600,11533024,20700--,0.18%,0.18%,-0.81%,0.27,0.60%,39.17,1968675900,1938398900,98.46%,691908,354692,1.95,--,无,无,-0.02,1.13,25.28,39564979,2.36,0.22,其他通用设备,通用设备,11.1,11.14,0.36%,11.2,10.93,-0.90%,-1.87%,-1.34%,-12.09%,2.43%,8000,6200,3609,0,-100,--,178160710,175420710,46088973亿,-26.07%,4.69,0,1.65,--,--,--
SH600583,海油工程,--,-0.45%,4.41,-0.02,4.41,4.42,17886726,79867003,107500--,-0.23%,-0.23%,-1.56%,-1.25,0.40%,27.84,19498175000,19498175000,100.00%,9257672,8629054,1.07,--,无,无,-0.02,0.84,43.21,481135700,0.856,0.11,油服工程,油气开采及服务,4.43,4.48,1.13%,4.56,4.38,-5.36%,-4.75%,-1.78%,-2.65%,4.06%,143352,72500,21765,-0.01,-16.35,--,4421354800,4421354800,605109800亿,20.37%,5.15,2,1.12,--,--,--
